韻	字	簡化字	推導音	校正音	註	字頻
ou	楸		ciou1			22
ang	耩		jang3			22
au	膫		liau2			22
au	膫		liau4			22
ang	梆		bang1			22
in	懃	勤	qin2			22
ang	綡		liang2			22
an	盦		an1			22
o	盦		eo1			22
un	鶉	鹑	chun2			22
an	俔		qan4			22
an	俔		xan4			22
iun	慍	愠	yun4			22
an	狚	旦	dan3			22
an	狚	旦	dan4			22
a	狚	旦	da1			22
an	邅		zhan1			22
an	邅		zhan4			22
an	甗		yan2			22
an	甗		yan3			22
an	甗		yan4			22
o	涸		heo2			22
an	苒		rhan3			22
y	秭		zy3			22
au	嶚		liau2			22
i	薿		yi1			22
i	薿		yi3			22
ang	憼		jang3			22
ing	憼		jing3			22
an	爟		guan4			22
e	蹶		jue1			22
ui	蹶		gui4			22
en	瀋	沈	chen3			21
y	肂		sy4			21
an	瘢		pan2			21
i	媺		mi3			21
an	潺		chan2			21
i	詍		yi4			21
e	蠌		zhe2			21
u	滸	浒	hu3			21
au	迢		tiau2			21
y	筮		shy4			21
i	隰		si2			21
e	躡	蹑	nie1			21
an	觛		dan3			21
an	觛		dan4			21
o	縒		cuo1			21
o	縒		suo3			21
y	縒		chy1			21
ai	暟		kai3			21
i	鏔		yi2			21
ang	尢		wang1			21
u	跗		fu1			21
u	跗		fu4			21
i	綌		qi1			21
an	鐫	镌	ziuan1			21
iu	苣		ju4			21
ui	鑴		hui1			21
ui	鑴		hui2			21
e	袹		me1			21
an	舨		ban3			21
au	鰩	鳐	yau2			21
an	聃		tan1			21
i	驪	骊	li2			21
iun	醺		xun1			21
o	苜		muo1			21
u	苜		mu1			21
iu	颶	飓	ju4			21
en	譖	谮	zhen4			21
e	玦		jue1			21
au	笤		tiau2			21
u	涪		fu2			21
ui	樻		gui4			21
ui	樻		kui4			21
in	笉		cin3			21
iun	鄆	郓	yun4			21
ang	溏		tang2			21
i	欷		xi1			21
i	欷		xi4			21
an	蜒		yan2			21
an	蜒		dian4			21
ang	奘		zang4			21
ou	塯		liou4			21
an	灊		cian2			21
in	灊		cin2			21
in	灊		sin2			21
ing	渟		ting2			21
e	崨		zie2			21
ang	葟		huang2			21
i	畿		qi2			21
ou	冓		gou1			21
ou	冓		gou4			21
iu	櫚	榈	liu2			21
i	嫛		yi1			21
u	艣	橹	lu3			21
ai	稗		bai4			21
i	貤		yi4			21
y	貤		shy4			21
ai	豺		chai2			21
ui	縗		cui1			21
iun	槆		siun1			20
au	帩		ciau4			20
o	騾	骡	luo2			20
i	慄	栗	li1			20
u	瀦	潴	zhu1			20
iu	圩		qu1			20
iu	圩		yu2			20
o	砢		luo3			20
an	楗		jan4			20
e	鷢		jue2			20
en	栚		zhen4			20
ai	麡		chai2			20
i	麡		zi1			20
i	麡		ci2			20
au	銬	铐	kau4			20
an	軓		fan4			20
en	旡		zhen1			20
i	旡		ji4			20
an	虷		han2			20
ou	庮		you2			20
ou	庮		you3			20
ai	跢		dai4			20
o	跢		duo4			20
ou	騮	骝	liou2			20
an	魘	魇	yan3			20
e	魘	魇	ye1			20
au	鳭		zhau1			20
o	噱		juo2			20
a	犌		ja1			20
a	茁		zhua1			20
o	茁		zhuo1			20
u	茁		zhu1			20
e	瀎		mie1			20
o	瀎		muo1			20
ou	泅		siou2			20
an	昝		zan3			20
e	抈		yue1			20
i	濿		li4			20
ang	徉		yang2			20
i	榧		fi3			20
ang	矘		tang3			20
i	溧		li1			20
an	賧	赕	tan4			20
an	滻		shan3			20
y	鮞	鲕	el2			20
au	熛		biau1			20
au	楢		chau3			20
ou	楢		you2			20
au	傜		yau2			20
en	駗		zhen3			20
in	駗		lin2			20
a	灞		ba4			20
i	箄	箅	bi1			20
i	箄	箅	bi3			20
i	伋		ji1			20
iu	鼩		qu2			20
ou	僦		ziou4			20
y	鉽		shy1			20
i	鏑	镝	di1			20
ing	鏻		ling2			20
in	鏻		lin2			20
in	鏻		lin4			20
ang	氅		chang3			20
ing	甑		zing4			20
en	呻		shen1			20
iu	菉		liu1			20
iu	鶌		ju1			20
i	坻		di3			20
y	坻		chy2			20
y	坻		zhy3			20
ou	簉		chou4			20
an	緛		rhuan3			20
ang	蟷		dang1			20
iun	蕓	芸	yun2			20
u	鵚		tu1			20
i	蘼		mi2			20
i	蘼		mi3			20
au	猺		yau2			20
i	旖		yi1			20
i	旖		yi3			20
y	哧		shy1			20
i	玂		qi2			20
ui	楑		kui2			20
ui	楑		gui4			20
ang	卬	昂	ang2			20
ang	卬	昂	yang3			20
o	彴		zhuo1			20
eng	棦		cheng1			20
an	琄		xuan4			20
an	頇	顸	han1			20
an	頇	顸	an4			20
o	頇	顸	eo1			20
an	簟		dian4			20
ou	鱟	鲎	hou4			20
u	鱟	鲎	wu1			20
y	毦		el4			20
a	趿		sa1			20
ang	棓		bang4			20
ei	棓		pei2			20
u	棓		fu2			20
au	婊		biau3			20
u	郙		fu1			20
u	郙		fu3			20
ang	瓖	镶	siang1			20
o	籜	箨	tuo1			20
ou	廄	厩	jou4			20
ou	郰		zhou1			20
ui	儡		lui2			19
ui	儡		lui3			19
i	潟	舄	si1			19
an	蠲		juan1			19
en	侲		zhen1			19
en	侲		zhen4			19
an	愃		siuan1			19
an	愃		xuan3			19
i	鳦		yi1			19
iun	莙		jun1			19
iun	莙		jun4			19
en	濆		pen1			19
en	濆		fen2			19
eng	檉	柽	cheng1			19
u	忤		wu4			19
y	贄	贽	zhy4			19
y	颸		chy1			19
u	膴		hu1			19
u	膴		wu2			19
u	膴		wu3			19
i	蠐	蛴	ci2			19
ou	獀		shou1			19
i	枍		yi4			19
i	肸		xi1			19
an	謾	谩	man2			19
an	謾	谩	mian2			19
an	謾	谩	man4			19
u	菽		shu1			19
e	踣		be2			19
u	踣		pu4			19
a	颬		xa1			19
ang	摐		chuang1			19
iung	摐		ciung1			19
ou	楱		cou4			19
ou	楱		zou4			19
an	縼		siuan4			19
i	罽		ji4			19
i	萁		ji1			19
i	萁		qi2			19
i	娓		mi4			19
i	娓		vi3			19
i	莃		xi1			19
ai	咍		hai1			19
au	窌		lau2			19
au	窌		pau4			19
ou	窌		liou4			19
an	匽		yan3			19
an	匽		yan4			19
en	讖	谶	chen4			19
ing	矨		ying3			19
ai	獪	狯	guai4			19
ui	獪	狯	kui4			19
ung	堹		zhung4			19
ing	剄	刭	jing3			19
e	楪		ye1			19
an	耑	端	duan1			19
e	緁		cie1			19
an	沌		zhuan4			19
un	沌		tun2			19
un	沌		dun4			19
ou	紬		chou2			19
u	洳		rhu2			19
u	洳		rhu4			19
au	獒		au2			19
an	栫		zian4			19
un	栫		zun4			19
ui	燧		sui4			19
ou	婤		chou1			19
ou	婤		zhou1			19
an	爨		cuan1			19
an	爨		cuan4			19
y	葹		shy1			19
u	鵵		tu4			19
ou	嗖		shou4			19
an	郯		tan2			19
ui	硊		wui3			19
e	踥		cie1			19
an	諠	喧	xuan1			19
au	獠		liau2			19
au	獠		lau3			19
au	獠		zhau3			19
iun	褞		yun3			19
ui	瞡		gui4			19
ui	沝		zhui3			19
ai	敳		ai2			19
ui	鮠		wui2			19
au	掊		pau2			19
u	掊		fu2			19
u	掊		pu2			19
u	掊		bu3			19
au	垚		yau2			19
i	怌		pi1			19
i	靮		di1			19
ang	膷		xang1			19
en	綝		chen1			19
u	櫓	橹	lu3			19
a	罅		xa4			19
u	騖	骛	wu4			19
an	嫄		yuan2			19
an	籫		zuan3			19
ung	觥		gung1			19
iung	恿		yung3			19
ang	羕		yang4			18
iu	喣		xu3			18
an	筧	笕	jan3			18
ui	頧		dui1			18
ui	頧		dui3			18
in	嶔		qin1			18
ung	蕫		tung2			18
ung	蕫		dung3			18
en	邥		shen3			18
au	蔈		biau1			18
i	昵		ni1			18
au	嬥		tiau2			18
au	嬥		diau4			18
o	嬥		zhuo2			18
an	涫		guan1			18
an	涫		guan4			18
ang	洭		kuang1			18
au	筲		shau1			18
i	馰		di1			18
an	鵳		jan1			18
an	玁		xan3			18
an	潾		lan2			18
in	潾		lin2			18
o	咄		duo1			18
u	咄		du1			18
au	碉		diau1			18
an	鳱		gan1			18
au	絛	绦	tau1			18
un	遯		dun4			18
eng	烝		zheng1			18
eng	烝		zheng4			18
eng	澠	渑	cheng2			18
in	澠	渑	min3			18
an	狷		juan4			18
iu	諛	谀	yu2			18
ung	駧		dung4			18
un	璺		wun4			18
i	毉		yi1			18
u	紼	绋	fu1			18
u	縎		gu1			18
an	闐	阗	tian2			18
an	闐	阗	dian4			18
a	菈		la1			18
an	瓘		guan4			18
o	攥		zuo1			18
au	繇		yau2			18
ou	繇		you2			18
ou	繇		zhou4			18
in	嶜		cin2			18
an	晪		tian3			18
iung	熲		jung3			18
an	腩		nan3			18
u	峬		bu1			18
ai	蠆	虿	chai4			18
ui	焠		cui4			18
o	淈		heo2			18
u	淈		gu1			18
o	闍		cheo2			18
u	闍		du1			18
au	漅		ziau3			18
au	膲		ziau1			18
un	軘		tun2			18
a	楬		qa1			18
e	楬		je2			18
ou	僽		zhou4			18
au	炓		liau4			18
iu	崌		ju1			18
an	祆		xan1			18
u	糈		shu3			18
iu	糈		siu3			18
eng	艋		meng3			18
u	怤		fu1			18
ui	觿		hui1			18
ui	觿		hui2			18
a	髁		kua3			18
o	髁		kuo1			18
o	髁		kuo4			18
ou	鼬		you4			18
i	痹		bi4			18
e	濇		she1			18
ung	蝀		dung1			18
ung	蝀		dung3			18
ing	珽		ting3			18
ung	鍧		hung1			18
iu	氀		liu2			18
u	鷡		wu2			18
i	昲		fi4			18
ai	僾		ai4			18
i	僾		yi3			18
a	斝		ja3			18
o	齶	腭	eo1			18
ai	薤		xai4			18
ang	杠		jang1			18
an	赧		nan3			18
e	拽		ye1			18
e	驀	蓦	me1			18
an	懽		huan1			18
an	懽		guan4			18
i	栺		yi4			18
y	栺		zhy1			18
ang	涳		qang1			17
ang	涳		nang2			17
ung	涳		kung1			17
iung	栱		jung3			17
an	淊		yan1			17
an	淊		han4			17
an	淊		yan3			17
an	淊		yan4			17
an	咺		xuan3			17
u	淴		wu1			17
i	駓		pi1			17
ang	鋹		chang3			17
ai	橀		hai3			17
i	橀		xi1			17
o	窠		kuo1			17
ai	賚	赉	lai4			17
o	魤		wo2			17
iu	駏		ju4			17
an	袒		dan4			17
an	袒		zhan4			17
y	剚		zhy4			17
e	瞁		xue1			17
a	稞		hua4			17
o	稞		kuo1			17
u	郚		wu2			17
ung	訌	讧	hung2			17
u	嗉		su4			17
i	荑		ti2			17
i	荑		yi2			17
o	唆		suo1			17
au	吆		yau1			17
ui	翬		hui1			17
i	鶂		yi1			17
o	鴕	鸵	tuo2			17
i	唏		xi3			17
i	唏		xi4			17
ui	恚		wui4			17
i	禔		ti2			17
y	禔		zhy1			17
y	禔		chy2			17
ou	卣		you2			17
ou	卣		you3			17
ui	頠		wui3			17
eng	霿		meng2			17
eng	霿		meng4			17
un	沄		hun2			17
iun	沄		yun2			17
ing	疔		ding1			17
ou	鏐		liou2			17
au	醪		lau2			17
u	矻		ku1			17
ang	緉		liang3			17
ang	緉		liang4			17
an	雗		han4			17
u	蜍		chu2			17
iu	蜍		yu2			17
eng	埂		geng1			17
eng	埂		geng3			17
u	馵		zhu4			17
o	鑊	镬	huo2			17
i	歋		yi2			17
iu	蛐		qu1			17
u	駑	驽	nu2			17
e	濈		zhe1			17
ung	豵		zung1			17
iung	豵		ziung1			17
in	趛		yin3			17
iun	踆		ciun1			17
an	槮		san3			17
en	槮		chen1			17
en	槮		shen1			17
en	槮		shen3			17
ei	俖		pei3			17
au	槄		tau1			17
au	槄		tau3			17
an	鷳	鹇	xan2			17
ai	皚	皑	ai2			17
e	搤		e1			17
en	衽		rhen4			17
ui	犚		wui4			17
i	屜	屉	ti4			17
iu	鸆		yu2			17
an	剜		wan1			17
un	楎		hun2			17
ui	楎		hui1			17
a	轢	轹	la1			17
i	轢	轹	li1			17
o	轢	轹	luo1			17
ai	淶	涞	lai2			17
iu	鷫		siu1			17
u	羖		gu3			17
an	憪		xan2			17
an	憪		xan4			17
i	岓		qi2			17
in	僶		min3			17
ou	謱		lou2			17
ou	謱		lou3			17
iu	謱		liu3			17
i	篦		bi1			17
an	剡		shan4			17
an	剡		yan3			17
au	犥		piau1			17
au	犥		piau3			17
eng	玎		zheng1			17
ing	玎		ding1			17
au	郩		au3			17
eng	懵		meng3			17
an	惋		wan4			17
an	喃		nan2			17
in	轔	辚	lin2			17
in	轔	辚	lin4			17
e	蕺		zhe1			17
ou	蝣		you2			17
u	莤		shu1			17
iun	焄		xun1			17
en	葐		fen2			17
en	葐		pen2			17
an	犴		an2			17
an	犴		an4			17
ang	邡		fang1			16
ang	邡		fang4			16
ang	哤		mang2			16
ang	鐺	铛	dang1			16
eng	鐺	铛	cheng1			16
au	燎		liau2			16
au	燎		liau3			16
au	燎		liau4			16
iun	鵻		siun3			16
ui	鵻		zhui1			16
in	拰		nin3			16
ui	蜲		wui1			16
ui	蜲		wui3			16
i	嵋		mi2			16
an	獾		huan1			16
en	砏		fen1			16
in	砏		bin1			16
in	砏		pin1			16
ang	痒		siang2			16
ang	痒		yang3			16
ang	痒		yang4			16
y	茌		chy2			16
ang	岟		yang3			16
an	禫		dan4			16
an	鏇	镟	siuan2			16
an	鏇	镟	siuan4			16
ai	蘾		huai4			16
an	熳		man4			16
i	禘		di4			16
eng	朦		meng2			16
eng	朦		meng3			16
en	笒		chen2			16
in	笒		jin4			16
an	懁		juan4			16
ing	鋌	铤	ding4			16
an	洊		zian4			16
an	賟		tian3			16
ui	隹		zhui1			16
ung	籦		zhung1			16
ang	蝆		yang3			16
i	蝆		mi3			16
ou	黈		tou3			16
ui	潓		hui4			16
en	膹		fen4			16
i	膹		fi4			16
i	綮		qi3			16
u	蓾		lu3			16
ing	崚		ling2			16
in	螓		cin2			16
ang	誏		lang3			16
a	郟	郏	ja1			16
ou	耬	耧	lou2			16
ou	鶔		rhou2			16
un	惛		hun1			16
un	惛		hun3			16
un	惛		hun4			16
eng	偑		feng1			16
o	霩		huo1			16
e	穡	穑	she1			16
an	睼		tian4			16
au	糶	粜	tiau4			16
an	塤	埙	xuan1			16
an	榦	干	gan4			16
ang	簜		tang1			16
ang	簜		dang4			16
iung	邛		qung2			16
a	煆		xa1			16
a	煆		xa4			16
ang	錆	锖	ciang1			16
e	潎		pie1			16
i	潎		pi4			16
ui	馗		kui2			16
ou	馗		qou2			16
o	叵		puo3			16
eng	莔		meng2			16
i	莔		xi1			16
ang	徬	旁	bang4			16
o	剉	锉	cuo4			16
ang	醠		ang3			16
ang	醠		ang4			16
y	塒	埘	chy2			16
y	緦	缌	sy1			16
iung	饔		yung1			16
ui	畷		zhui4			16
o	畷		zhuo1			16
ou	崷		ciou2			16
eng	饛		meng2			16
au	蛸		shau1			16
au	蛸		siau1			16
o	斡		wo1			16
ung	摠		zung3			16
ui	縲	缧	lui2			16
i	匜		yi2			16
i	匜		yi3			16
iung	絅		jung1			16
iung	絅		qung3			16
e	檡		zhe2			16
y	檡		shy1			16
eng	珵		cheng2			16
u	箙		fu2			16
ang	榥		huang4			16
au	鷂	鹞	yau2			16
au	鷂	鹞	yau4			16
ai	猈		pai2			16
ai	猈		bai3			16
ai	忕		dai4			15
ai	忕		tai4			15
y	忕		shy4			15
ang	湟		huang2			15
e	蜮		hue2			15
iu	蜮		yu1			15
ou	颼	飕	shou1			15
e	膬		ciue1			15
ui	膬		cui4			15
ou	岣		gou3			15
iu	岣		ju1			15
e	飋		she1			15
ing	舲		ling2			15
an	錧		guan3			15
an	錧		guan4			15
ui	縋	缒	zhui4			15
o	膊		puo1			15
i	蘺	蓠	li2			15
e	訐	讦	je1			15
i	訐	讦	ji4			15
y	蚩		chy1			15
ou	旒		liou2			15
an	謜		ciuan1			15
an	謜		yuan2			15
y	姒		sy4			15
y	蜘		zhy1			15
o	瞌		keo1			15
ung	櫳	栊	lung2			15
iu	淯		yu1			15
ui	頍		gui4			15
ui	頍		kui3			15
e	埒		liue1			15
e	仂		le1			15
i	仂		li1			15
o	佗		tuo1			15
o	佗		tuo2			15
ai	縡		zai3			15
ai	縡		zai4			15
ai	嬇		kuai4			15
ui	嬇		hui4			15
a	刖		wa1			15
e	刖		yue1			15
u	刖		wu1			15
u	嫴		gu1			15
a	剮	剐	gua3			15
ung	鈜		hung2			15
an	鴅		huan1			15
e	琊		sie2			15
i	猊		yi2			15
o	汋		shuo2			15
o	汋		zhuo2			15
u	綀		shu1			15
u	鏷	镤	bu2			15
a	鷨		hua1			15
a	鷨		hua2			15
iu	蕖		qu2			15
u	蓫		chu1			15
u	蓫		zhu2			15
iu	蓫		xu1			15
iu	錥		yu1			15
an	埢		juan3			15
y	翐		zhy2			15
ou	篌		hou2			15
?	栘		?			15
i	栘		yi2			15
an	旛	幡	fan1			15
an	旛	幡	fan2			15
an	靦	腼	tian3			15
au	殽	肴	xau2			15
e	馲		zhe1			15
o	馲		luo1			15
o	馲		tuo1			15
an	抏		wan2			15
i	姞		ji2			15
e	赽		jue1			15
iu	頊	顼	xu1			15
iu	頊	顼	yu1			15
au	佻		tiau1			15
au	佻		tiau2			15
au	佻		diau3			15
i	蠡		li2			15
i	蠡		li3			15
o	蠡		luo2			15
au	髫		tiau2			15
i	丌		ji1			15
au	笅		xau2			15
ui	膾	脍	kui4			15
i	洍		yi2			15
y	洍		sy4			15
ang	讜	谠	dang3			15
au	瀌		biau1			15
au	瀌		piau2			15
ang	輞	辋	wang3			15
a	喋		zha1			15
e	喋		die1			15
e	喋		die2			15
i	岦		li1			15
a	菝		ba2			15
o	菝		buo2			15
an	覘	觇	chan1			15
an	覘	觇	chan4			15
o	雒		luo1			15
au	嶢		yau2			15
ui	悴		cui4			15
y	縶	絷	zhy1			15
ui	潿	涠	wui2			15
an	薠		fan2			15
an	稈	秆	gan3			15
in	覕		bin4			15
e	覕		mie1			15
iun	皴		ciun1			15
i	杕		di4			15
en	郴		chen1			15
ui	蔮		gui4			14
eng	簦		deng1			14
i	欭		yi4			14
e	緎		xue1			14
iu	緎		yu1			14
un	睔		gun4			14
un	睔		hun4			14
un	睔		lun3			14
an	鐔	镡	tan2			14
in	鐔	镡	sin2			14
in	鐔	镡	yin2			14
ei	腜		mei2			14
y	栭		el2			14
iu	冔		xu3			14
e	鬣		lie1			14
ou	蝤		ziou1			14
ou	蝤		ciou2			14
an	縵	缦	man4			14
ou	蘣		tou3			14
ou	莥		niou3			14
au	蹻		qau1			14
au	蹻		qau2			14
au	蹻		jau3			14
o	蹻		juo1			14
o	蹻		juo2			14
au	皁	皂	zau4			14
in	瘖		yin1			14
o	筈		guo1			14
o	筈		kuo1			14
au	猇		xau1			14
au	猇		xau2			14
au	驁	骜	au2			14
au	驁	骜	au4			14
ai	揩		qai1			14
ai	揩		qai4			14
o	鐲	镯	zhuo2			14
u	鐲	镯	shu2			14
i	豍		bi1			14
i	錍		bi1			14
i	錍		pi1			14
u	蛄		gu1			14
ang	踉		lang2			14
ang	踉		liang2			14
ang	踉		liang4			14
ou	鎏		liou2			14
ou	胄		zhou4			14
ui	諈		zhui4			14
u	櫫	橥	zhu1			14
an	漙		tuan2			14
e	嫡		zhe1			14
i	嫡		di1			14
en	棯		rhen3			14
ui	炔		gui4			14
ung	慵		chung2			14
in	驎		lin2			14
a	腡	脶	gua1			14
o	腡	脶	luo2			14
an	螹		cian2			14
an	螹		zian4			14
i	瓅		li1			14
ai	洼		wai1			14
a	洼		ya1			14
a	洼		wa1			14
ui	洼		gui1			14
an	筭		suan4			14
un	鯀	鲧	gun3			14
ang	壙	圹	kuang4			14
i	躋	跻	zi1			14
i	躋	跻	zi4			14
ui	姽		gui3			14
ui	姽		wui3			14
eng	瞢		meng2			14
eng	瞢		meng4			14
an	錎		kan3			14
an	錎		xan4			14
i	縻		mi2			14
en	溱		zhen1			14
un	猑		gun1			14
i	蜰		fi2			14
i	蜰		fi3			14
in	忞		min2			14
en	鱵		zhen1			14
u	芣		fu2			14
a	豽		na1			14
iu	籙		liu1			14
e	沏		cie1			14
a	浥		ya1			14
e	浥		ye1			14
i	浥		yi1			14
e	漷		hue1			14
o	漷		kuo1			14
o	嶓		buo1			14
an	澴		huan2			14
ui	帨		cui4			14
ui	帨		shui4			14
a	骻		kua3			14
iun	皸	皲	jun1			14
iun	皸	皲	jun4			14
au	弨		chau1			14
au	弨		chau3			14
e	齧	啮	ye1			14
an	俛		mian3			14
o	齺		zhuo2			14
i	弤		di3			14
o	臝		luo3			14
o	榙		heo2			14
o	嶞		duo4			14
iung	槦		yung2			14
i	逖		ti1			14
an	婰		dian3			14
ou	緱	缑	gou1			14
au	摷		zhau1			14
au	摷		liau2			14
o	箬		rhuo1			14
iun	峮		qun1			14
ou	葔		hou2			14
ung	驄	骢	cung1			14
ui	荾		sui1			14
e	淢		xue1			14
iu	淢		yu1			14
u	鮒	鲋	fu4			13
a	柙		xa2			13
u	峿		wu2			13
eng	罾		zeng1			13
ang	仉		zhang3			13
ai	碨		wai1			13
ui	碨		wui3			13
o	斫		zhuo1			13
an	湲		yuan2			13
an	湲		huan2			13
i	甋		di1			13
o	瀹		yuo1			13
iu	歟	欤	yu2			13
iu	歟	欤	yu3			13
iu	歟	欤	yu4			13
en	罧		shen4			13
in	罧		sin3			13
u	貙		chu1			13
ai	掜		nai2			13
i	掜		yi3			13
ing	詅		ling2			13
ing	詅		ling4			13
iu	俁	俣	yu3			13
ou	髹		xou1			13
ei	朏		pei3			13
u	杌		wu1			13
au	瘭		biau1			13
y	訾		zy1			13
y	訾		zy3			13
an	黚		qan2			13
in	黚		qin2			13
an	鄲	郸	dan1			13
ui	樏		lui2			13
ui	樏		lui3			13
a	槎		cha2			13
a	槎		sha4			13
ou	齁		hou1			13
o	瓝		buo2			13
i	蓽	荜	bi1			13
ing	鋞		xing2			13
ing	鋞		xing4			13
a	邋		la1			13
e	邋		lie1			13
an	籓		fan1			13
ing	彾		ling2			13
un	袞	衮	gun3			13
u	祓		fu1			13
iu	鵒	鹆	yu1			13
ai	崽		shai1			13
e	衊	蔑	mie1			13
an	萳		nan3			13
y	歭		zhy4			13
u	蜉		fu2			13
eng	輘		leng2			13
ai	胲		gai1			13
au	骹		qau1			13
o	骹		keo1			13
an	鴳		yan4			13
i	喫	吃	qi1			13
an	毿	毵	san1			13
y	鳲		shy1			13
au	榣		yau2			13
ang	蠰		shuang1			13
ang	蠰		nang2			13
ang	蠰		rhang3			13
ang	蠰		shang4			13
ou	麔		jou4			13
i	怫		fi4			13
u	怫		fu2			13
an	褰		qan1			13
i	蝃		di4			13
o	蝃		zhuo1			13
a	袈		ja1			13
an	孿	孪	shuan4			13
a	鵽		zhua1			13
o	鵽		duo1			13
ou	塿		lou3			13
u	峹		tu2			13
y	沚		zhy3			13
i	杝		yi2			13
y	杝		zhy4			13
iu	揟		siu1			13
an	掞		shan4			13
ai	摡		gai4			13
i	摡		xi4			13
a	鋘		hua2			13
u	鋘		wu2			13
e	岝		zhe2			13
o	岝		zuo2			13
ang	胻		hang2			13
eng	胻		heng2			13
eng	胻		heng4			13
an	縯	演	yan3			13
in	縯	演	yin3			13
iung	赹		qung2			13
y	纚		shy3			13
au	艽		jau1			13
ui	艽		kui2			13
ou	艽		qou2			13
in	氤		yin1			13
ang	貺	贶	huang4			13
an	鑵	罐	guan4			13
an	孅		sian1			13
ui	蜼		lui3			13
ui	蜼		wui4			13
ou	蜼		you4			13
au	驃	骠	biau4			13
u	莁		wu2			13
y	畤		shy4			13
y	畤		zhy3			13
y	畤		zhy4			13
u	黼		fu3			13
ing	樈		qing2			13
i	詈		li4			13
an	灤	滦	luan2			13
e	吷		xue1			13
iu	趜		ju1			13
iu	趜		ju2			13
u	骷		ku1			13
ui	鐓	镦	dui4			13
i	睨		yi4			13
ui	罍		lui2			13
un	楯		chun1			13
un	楯		shun4			13
iun	楯		siun2			13
ing	謦		qing3			13
i	裼		si1			13
an	葌		jan1			13
iu	鋙		yu2			13
iu	鋙		yu3			13
y	鶅		zhy1			13
y	鶅		zhy4			13
ung	翃		hung2			13
i	鱀		ji4			13
iung	瘲		ziung4			13
u	毹		shu1			13
iung	窿		liung2			12
ang	玤		bang4			12
ui	繐		hui4			12
ui	繐		sui4			12
u	泝	溯	su4			12
o	莝		cuo4			12
ung	柊		zhung1			12
u	鴣	鸪	gu1			12
i	疕		bi3			12
i	疕		pi3			12
e	鍻		je1			12
au	訄		kau1			12
au	訄		nau2			12
ou	訄		qou1			12
ou	訄		qou2			12
en	僨	偾	fen4			12
ui	纍	累	lui2			12
ui	纍	累	lui4			12
e	苵		die2			12
ou	姤		gou4			12
e	蜺	霓	ye1			12
i	蜺	霓	yi2			12
in	杺		sin1			12
i	旎		ni3			12
an	幵	开	jan1			12
u	紵		zhu4			12
e	暍		ye1			12
o	暍		heo1			12
i	畀		bi4			12
iu	蕍		yu2			12
ui	餟		zhui4			12
o	餟		zhuo1			12
i	嵇		xi2			12
iu	蕷	蓣	yu4			12
i	繄		yi1			12
i	繄		yi4			12
i	忯		qi2			12
y	忯		chy2			12
an	纘	缵	zuan3			12
en	錛	锛	ben1			12
an	饘		zhan1			12
an	饘		zhan3			12
eng	娙		eng2			12
ing	娙		xing2			12
iung	煢	茕	qung2			12
eng	湞	浈	zheng1			12
eng	湞	浈	cheng2			12
ui	睢		hui1			12
ui	睢		sui1			12
ui	睢		hui4			12
i	秕		bi3			12
an	椴		duan4			12
ui	橞		hui4			12
au	髾		shau1			12
au	髾		shau3			12
o	摞		luo2			12
o	摞		luo4			12
ou	逑		qou2			12
an	鐕		zan1			12
i	螇		qi1			12
i	螇		xi2			12
a	靼		da1			12
o	靼		zheo1			12
u	珿		chu1			12
u	甒		wu3			12
a	歃		sha1			12
o	歃		sheo1			12
i	縊	缢	yi4			12
iu	玗		yu2			12
o	鼉	鼍	tuo2			12
ui	壝		wui2			12
ui	壝		wui3			12
i	秜		li2			12
i	攡		li2			12
ui	蓶		wui2			12
ui	蓶		wui3			12
o	瞀		muo1			12
u	瞀		mu4			12
e	趹		jue1			12
au	卲		shau4			12
au	頫	俯	tiau4			12
u	頫	俯	fu3			12
e	鸅		zhe2			12
a	撾	挝	zhua1			12
e	勰		xe2			12
y	迣		zhy4			12
u	坲		fu2			12
i	鮚	鲒	ji2			12
o	駮	驳	buo1			12
an	踠		yuan3			12
an	掾		yuan4			12
ou	妯		chou1			12
u	妯		zhu2			12
ou	彀		gou1			12
ui	檇		zui1			12
ui	檇		cui2			12
ui	檇		zui4			12
eng	狌		sheng1			12
ung	舂		shung1			12
an	摙		lian3			12
u	髑		du2			12
a	艖		cha1			12
o	艖		cuo2			12
ai	鮐	鲐	tai1			12
o	坷		keo3			12
o	坷		keo4			12
ou	偤		you2			12
y	厎		zhy3			12
i	皪		li1			12
ung	倧		zung1			12
ing	梃		ding4			12
u	麌		wu2			12
iu	麌		yu3			12
eng	蹭		ceng4			12
au	擣	捣	dau3			12
an	躔		chan2			12
y	栻		chy1			12
y	楒		sy1			12
au	墝		qau1			12
in	廞		xin1			12
in	廞		xin3			12
y	柶		sy4			12
ui	譓		hui4			12
e	貣		te1			12
e	貣		de2			12
au	綃	绡	shau1			12
au	綃	绡	siau1			12
i	蟿		qi4			12
an	綖		yan2			12
ui	儈	侩	kui4			12
an	橎		fan3			12
u	螐		wu1			12
an	馻		yuan3			12
iun	馻		yun3			12
ang	獷	犷	guang3			12
ung	獷	犷	gung3			12
an	驔		dian4			12
u	踇		mu3			12
ai	瀣		hai4			12
ai	瀣		xai4			12
ou	佝		hou4			12
y	甾		zhy1			12
an	睕		yuan3			12
an	睕		wan4			12
o	睕		wo1			12
ang	儻	傥	dang3			12
ang	儻	傥	tang3			12
ang	儻	傥	tang4			12
ung	氄		rhung3			12
an	揵		qan2			12
an	揵		jan3			12
